"FECHA","EQUIPO","VPNNAME","VPNID","SERVNAME","SERVID","CGW_SESTAT_TOTCUR_UEACTIVE","CGW_SESTAT_TOTCUR_UESETUP","CGW_SESTAT_TOTCUR_UERELEASED","CGW_SESTAT_TOTCUR_PDNACTIVE","CGW_SESTAT_TOTCUR_PDNSETUP","CGW_SESTAT_TOT_PDNRELEASED","CGW_SESTAT_TOT_PDNREJECTED","CGW_SESTAT_TOTCUR_PDN_IPV4","CGW_SESTAT_TOTCUR_PDN_IPV6","CGW_SESTAT_TOTCUR_PDN_IPV4V6","CGW_SESTAT_PDNSETUPTYPE_IPV4","CGW_SESTAT_PDNSETUPTYPE_IPV6","CGW_SESTAT_PDNSETUPTYPE_IPV4V6","CGW_SESTAT_PDNREL_IPV4","CGW_SESTAT_PDNREL_IPV6","CGW_SESTAT_PDNREL_IPV4V6","CGW_SEST_GNU_UL_PKTS","CGW_SEST_GNU_UL_BYTES","CGW_SEST_GNU_UL_DROP_PKTS","CGW_SEST_GNU_UL_DROP_BYTES","CGW_SEST_GNU_DL_PKTS","CGW_SEST_GNU_DL_BYTES","CGW_SEST_GNU_DL_DROP_PKTS","CGW_SEST_GNU_DL_DROP_BYTES","CGW_SEST_DHCP_DISC_HO_RCVED","CGW_SEST_DHCP_DISC_HO_ACTED","CGW_SEST_DHCP_DISC_HO_DEN","CGW_SEST_UPD_DEN_NO_SESSMGR","CGW_SEST_UPD_DEN_NO_MEMORY","CGW_SEST_UPD_DEN_SESMGR_RJTED","CGW_SEST_UPD_DEN_IN_QUEUE_EXC","CGW_SEST_UPD_DEN_SIM_BIND_EXC","CGW_SEST_UPD_DEN_ALLOC_FAIL","THROUGHPUT_UL","THROUGHPUT_DL"
02.02.2017 00:00:00,"JO2-ASR5K5-1","samog",5,"samog",24,4294967300,19965,19931.5,4294967300,36,32,0,33.75,0,0,36,0,0,32,0,0,234518,26666935,0,0,397889,431800628,0,0,0,0,0,0,0,0,0,0,0,0.0565,0.9151
03.02.2017 00:00:00,"TOR-ASR5K5-3","SAMOG",2,"samog",3,1,392.5,392,1,1,0,0,0.5,0,0,1,0,0,0,0,0,5208,852589,0,0,4877,4675738,0,0,0,0,0,0,0,0,0,0,0,0.0018,0.0099
03.02.2017 00:00:00,"JO2-ASR5K5-1","samog",5,"samog",24,8589934590,20275,20236.75,8589934590,49,51,0,38.25,0,0,49,0,0,51,0,0,1304181,989118575,2,138,1707508,1806685569,0,0,0,0,0,0,0,0,0,0,0,2.0962,3.8289
04.02.2017 00:00:00,"TOR-ASR5K5-3","SAMOG",2,"samog",3,0,393,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04.02.2017 00:00:00,"JO2-ASR5K5-1","samog",5,"samog",24,0,20541,20540,0,3,3,0,1,0,0,3,0,0,3,0,0,15589,1400535,0,0,22050,27531668,0,0,0,0,0,0,0,0,0,0,0,0.003,0.0583
05.02.2017 00:00:00,"TOR-ASR5K5-3","SAMOG",2,"samog",3,0,393,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05.02.2017 00:00:00,"JO2-ASR5K5-1","samog",5,"samog",24,1,20564,20563.25,1,3,2,0,0.75,0,0,3,0,0,2,0,0,13922,2199838,0,0,22959,25821555,0,0,0,0,0,0,0,0,0,0,0,0.0047,0.0547
06.02.2017 00:00:00,"TOR-ASR5K5-3","SAMOG",2,"samog",3,0,397.75,397.75,0,1,1,0,0,0,0,1,0,0,1,0,0,349,100041,0,0,393,157077,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0003
06.02.2017 00:00:00,"JO2-ASR5K5-1","samog",5,"samog",24,17179869167,20885,20846.5,17179869168,28,44,0,38.5,0,0,28,0,0,44,0,0,375698,62920852,3,164,1546024,2025880531,0,0,0,0,0,0,0,0,0,0,0,0.1333,4.2934
07.02.2017 00:00:00,"TOR-ASR5K5-3","SAMOG",2,"samog",3,1,399,399,1,2,1,0,0,0,0,2,0,0,1,0,0,1453,180747,0,0,1476,1488931,0,0,0,0,0,0,0,0,0,0,0,0.0004,0.0032
